,title,puNumber,show_start_date,type,film_studio,production_country,director,producer,age_restriction,refundable_support,nonrefundable_support,budget,financing_source,ratings,genres,MyScore
1460,Элитное общество,121017213,2013-07-03T12:00:00.000Z,Художественный,"Америкэн Зоэтроп, Патэ Дистрибусьон, Студио Канал, Тобис, Тохокушинша Филм",США,София Коппола,"Роман Коппола, София Коппола",«18+» - запрещено для детей,,,,,5.7,"драма,криминал,биография",6.306708
6664,Месть на десерт,111001619,2019-02-16T12:00:00.000Z, Художественный,"ООО ""Кинокомпания Гамма""",Россия,А.Хван,"Т.Огородникова, В.Будилов",«12+» - для детей старше 12 лет,,,,,5.5,детектив,6.6704116
4889,Рэй,221033911,2011-03-05T12:00:00.000Z,Художественный,"Юниверсал Пикчерз, Бристол Бэй Продакшнз, Энвил Филмз, Болдуин Интертейнмент",США,Тэйлор Хэкфорд,"Карэн Элис Болдуин, Ховард Болдуин",«12+» - для детей старше 12 лет,,,,,8.0,"драма,биография,музыка",6.8553143
3982,Врата 3D,221106210,2010-09-16T12:00:00.000Z,Художественный,"Болд Филмз, БиндерСпинк, Зэ Хол",США,Джо Данте,"Клаудио Фах, Дэвид Ланкастер, Майкл Литвак",«12+» - для детей старше 12 лет,,,,,6.1,"ужасы,фэнтези,триллер",5.7806263
6297,Оставивший свет...,112009718,2018-10-14T12:00:00.000Z,Документальный,"ООО ""ЮВИ+""",Россия,Е.Цымбал,Ю.Долматова,«12+» - для детей старше 12 лет,,,,,,,7.6324186
1333,Этот неловкий момент,121000314,2014-01-17T12:00:00.000Z,Художественный,Ниндзя Раннинг Уайлд Продакшнз,США,Том Гормикэн,"Скотт Аверсано, Джастин Наппи, Эндрю О'Коннор",«16+» - для детей старше 16 лет,,,,,6.3,"мелодрама,комедия",7.35005
5082,Мушкетеры в 3D,121017811,2011-09-23T12:00:00.000Z,Художественный,"Константин Филм Продакшн, Импакт Пикчерз",Германия-Франция-Великобритания-США,Пол У.С.Андерсон,"Пол У.С.Андерсон, Джемери Болт, Роберт Кюльзер",«12+» - для детей старше 12 лет,,,,,6.0,"боевик,приключения",6.581693
5581,Трактир на Пятницкой,111007917,2017-11-22T12:00:00.000Z, Художественный,"Киностудия ""Мосфильм""",СССР,А.Файнциммер,,«6+» - для детей старше 6 лет,,,,,7.5,"криминал,детектив",5.04362
1148,Сэмми 2: Шевели ластами (Шевели ластами 2),224027213,2013-10-17T12:00:00.000Z,Анимационный,"Иллюмината Пикчерз, Моушн Инвестмент Груп, Эн Вейв Пикчерз, Студио Канал",Бельгия,Бен Стассен,"Джина Галло, Мими Мэйнард, Домоник Парис",«0+» - для любой зрительской аудитории,,,,,6.7,"мультфильм,приключения,семейный",7.136816
125,Глаз.,221005615,2015-02-25T12:00:00.000Z,Художественный,"Лайонс Гейт, Парамаунт Вантаж, Круз/Вагнер  Продакшнз, Капитал Артс Интертейнмент, Вертиго Интертейнмент",США,"Дэвид Моро, Хавьер Палю","Пола Вагнер, Дон Гренджер",«16+» - для детей старше 16 лет,,,,,6.6,"ужасы,триллер,драма",6.8638144
3382,Крейсер,121024816,2016-09-07T12:00:00.000Z,Художественный,"Ганнибал Пикчерз, Ю Эс Эс Индианаполис Продакшн",США,Марио Ван Пиблз,"Мартин Дж. Бараб, Майкл Мендельсон, Ричард Рионда Дель Кастро",«18+» - запрещено для детей,,,,,5.6,"боевик,триллер,драма",7.659514
4215,Телохранители и убийцы,121013610,2010-07-21T12:00:00.000Z,Художественный,"Пекин Полибона Филм Дистрибьюшн, Синема Популар, Чайна Филм Груп",КНР - Гонконг,Тедди Чан,"Питер Чан, Хань Саньпин, Хуан Цзяньсинь",«18+» - запрещено для детей,,,,,6.8,"боевик,драма,история",7.5193667
6247,Бои без правил,121020618,2018-09-20T12:00:00.000Z, Художественный,"Сеньёрита Филмз, Индочайна Продюксьон, Ханвей Фильм, Канал +, Сине +, Меридиан Интертейнмент, Симболик Эксченж, Хуррикан Филмз ",Франция - Великобритания - Камбоджа - США - КНР,Жан-Стефан Совер,"Рой Болтер, Рита Дэгер, Сол Пападопулос, Николас Саймон",«18+» - запрещено для детей,,,,,6.4,"боевик,драма,криминал",6.6025057
6108,Последний беспредел,121016918,2018-08-23T12:00:00.000Z, Художественный,Офис Китано,Япония,Такеши Китано,"Такио Ёсида, Масаюки Мори",«18+» - запрещено для детей,,,,,6.5,"драма,криминал",5.9756355
2962,"Кловерфилд, 10",121005516,2016-03-18T12:00:00.000Z,Художественный,"Парамаунт Пикчерз, Бэд Робот, Спектрум Эффектс",США,Дэн Трактенберг,"Джей Джей Абрамс, Линдси Вебер",«16+» - для детей старше 16 лет,,,,,6.9,"триллер,драма,фантастика",6.657243
620,Духless,111000812,2012-02-07T12:00:00.000Z,Художественный,"ООО ""Киностудия ""Слово"", ООО ""Арт Пикчерс Студио""",Россия,Р.Прыгунов,"П.Ануров, Ф.Бондарчук, Д.Рудовский",«18+» - запрещено для детей,,,,,6.6,драма,6.2800035
76,Большой аттракцион,111011913,2013-12-19T12:00:00.000Z,Художественный,"Киностудия ""Мосфильм""",СССР,В.Георгиев,,«0+» - для любой зрительской аудитории,,,,,5.6,"мюзикл,комедия",6.025929
3215,МУЛЬТ в кино. Выпуск № 36,114002816,2016-09-13T12:00:00.000Z,Анимационный,"ООО ""Мульт в кино""",Россия,О.Семёнова,П.П.Смирнов,«0+» - для любой зрительской аудитории,,,,,,,7.2369475
1773,Def Leppard. Viva Hysteria,126000614,2014-03-03T12:00:00.000Z,Прочие,МортуСкрин,Великобритания,Кристиан Ламб,"Дон Бремерс, Ронан МакХьюг",«12+» - для детей старше 12 лет,,,,,6.4,"музыка,концерт",8.739505
3931,Сон в красном тереме,112000311,2011-02-17T12:00:00.000Z,Документальный,ИП Аболс А.Р.,СССР,"К.Котельников, А.Аболс",А.Аболс,«12+» - для детей старше 12 лет,,,,,,,6.660363
3767,31: Праздник смерти,121024916,2016-09-14T12:00:00.000Z,Художественный,"Бов энд Эрров Интертейнмент, Палм-Стар Интертейнмент, Протагонист Пикчерз, Спектакль Интертейнмент, Спокшоу Интертейнмент, Винди Хилл Пикчерз",США - Великобритания,Роб Зомби,"Энди Гулд, Мэттью Перникиаро, Майк Эллиот ",«18+» - запрещено для детей,,,,,5.1,"ужасы,триллер",7.5300155
